STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       2139;19940514;    9;   1.8;   4;   0;   0;eor
       2139;19940515;    9;   0.0;   4;   0;   0;eor
       2139;19940516;    9;   0.4;   4;   0;   0;eor
       2139;19940517;    9;   0.0;   4;   0;   0;eor
       2139;19940518;    9;  11.8;   4;   0;   0;eor
       2139;19940519;    9;  10.8;   4;   0;   0;eor
       2139;19940520;    9;   9.7;   4;   0;   0;eor
       2139;19940521;    9;   3.1;   4;   0;   0;eor
       2139;19940522;    9;  10.1;   4;   0;   0;eor
       2139;19940523;    9;   1.7;   4;   0;   0;eor
       2139;19940524;    9;  19.8;   4;   0;   0;eor
       2139;19940525;    9;   0.3;   4;   0;   0;eor
       2139;19940526;    9;   3.6;   4;   0;   0;eor
       2139;19940527;    9;   0.6;   4;   0;   0;eor
       2139;19940528;    9;   0.0;   0;   0;   0;eor
       2139;19940529;    9;   0.0;   0;   0;   0;eor
       2139;19940530;    9;   0.0;   0;   0;   0;eor
       2139;19940531;    9;   0.0;   0;   0;   0;eor
       2139;19940601;    9;   0.0;   0;   0;   0;eor
       2139;19940602;    9;   1.1;   4;   0;   0;eor
       2139;19940603;    9;   0.5;   4;   0;   0;eor
       2139;19940604;    9;  11.2;   4;   0;   0;eor
       2139;19940605;    9;   3.4;   4;   0;   0;eor
       2139;19940606;    9;   3.3;   4;   0;   0;eor
       2139;19940607;    9;   0.1;   4;   0;   0;eor
       2139;19940608;    9;  32.8;   4;   0;   0;eor
       2139;19940609;    9;   1.6;   4;   0;   0;eor
       2139;19940610;    9;  16.6;   4;   0;   0;eor
       2139;19940611;    9;   0.3;   4;   0;   0;eor
       2139;19940612;    9;   0.0;   0;   0;   0;eor
       2139;19940613;    9;   0.0;   0;   0;   0;eor
       2139;19940614;    9;   0.0;   0;   0;   0;eor
       2139;19940615;    9;   0.0;   0;   0;   0;eor
       2139;19940616;    9;   2.0;   4;   0;   0;eor
       2139;19940617;    9;   0.0;   0;   0;   0;eor
       2139;19940618;    9;   0.0;   0;   0;   0;eor
       2139;19940619;    9;   0.0;   0;   0;   0;eor
       2139;19940620;    9;   1.1;   4;   0;   0;eor
       2139;19940621;    9;   0.0;   0;   0;   0;eor
       2139;19940622;    9;   0.0;   0;   0;   0;eor
       2139;19940623;    9;   0.0;   0;   0;   0;eor
       2139;19940624;    9;   0.0;   0;   0;   0;eor
       2139;19940625;    9;   1.1;   4;   0;   0;eor
       2139;19940626;    9;   0.0;   0;   0;   0;eor
       2139;19940627;    9;  39.0;   4;   0;   0;eor
       2139;19940628;    9;   0.1;   4;   0;   0;eor
       2139;19940629;    9;  10.8;   4;   0;   0;eor
       2139;19940630;    9;   0.0;   0;   0;   0;eor
       2139;19940701;    9;   0.0;   0;   0;   0;eor
       2139;19940702;    9;   0.0;   0;   0;   0;eor
       2139;19940703;    9;   0.0;   0;   0;   0;eor
       2139;19940704;    9;   0.0;   4;   0;   0;eor
       2139;19940705;    9;   0.0;   0;   0;   0;eor
       2139;19940706;    9;   0.0;   0;   0;   0;eor
       2139;19940707;    9;   0.7;   4;   0;   0;eor
       2139;19940708;    9;   0.0;   0;   0;   0;eor
       2139;19940709;    9;   0.0;   0;   0;   0;eor
       2139;19940710;    9;   0.0;   0;   0;   0;eor
       2139;19940711;    9;   0.0;   0;   0;   0;eor
       2139;19940712;    9;   0.0;   0;   0;   0;eor
       2139;19940713;    9;   0.0;   0;   0;   0;eor
       2139;19940714;    9;   1.7;   4;   0;   0;eor
       2139;19940715;    9;   0.0;   0;   0;   0;eor
       2139;19940716;    9;   0.0;   0;   0;   0;eor
       2139;19940717;    9;   0.0;   0;   0;   0;eor
       2139;19940718;    9;  29.5;   4;   0;   0;eor
       2139;19940719;    9;   3.8;   4;   0;   0;eor
       2139;19940720;    9;   0.0;   4;   0;   0;eor
       2139;19940721;    9;   0.0;   0;   0;   0;eor
       2139;19940722;    9;   0.0;   0;   0;   0;eor
       2139;19940723;    9;   0.0;   0;   0;   0;eor
       2139;19940724;    9;   0.0;   0;   0;   0;eor
       2139;19940725;    9;  13.5;   4;   0;   0;eor
       2139;19940726;    9;   0.0;   0;   0;   0;eor
       2139;19940727;    9;   0.0;   0;   0;   0;eor
       2139;19940728;    9;   0.0;   0;   0;   0;eor
       2139;19940729;    9;   0.2;   4;   0;   0;eor
       2139;19940730;    9;   3.8;   4;   0;   0;eor
       2139;19940731;    9;   0.0;   0;   0;   0;eor
       2139;19940801;    9;   0.1;   4;   0;   0;eor
       2139;19940802;    9;   0.0;   0;   0;   0;eor
